user_id,attempts,is_correct,avg_score,total_study_time,total_forum_activity
U_1004404,0.0,0.0,0.0,0,0
U_1004421,0.0,0.0,0.0,0,0
U_1004755,900.0,740.0,0.8333333333333334,0,900
U_100485,0.0,0.0,0.0,0,0
U_10049341,0.0,0.0,0.0,0,0
U_10053,0.0,0.0,0.0,0,0
U_1005448,0.0,0.0,0.0,0,0
U_10056951,25.0,14.0,0.24,0,0
U_10057608,0.0,0.0,0.0,0,10
U_1005785,0.0,0.0,0.0,0,0
U_10057879,0.0,0.0,0.0,0,0
U_10057880,0.0,0.0,0.0,0,0
U_10057926,0.0,0.0,0.0,0,0
U_10058172,0.0,0.0,0.0,0,0
U_10058330,0.0,0.0,0.0,0,7
U_10058737,8.0,7.0,0.0,0,0
U_1005890,0.0,0.0,0.0,0,6
U_10059042,0.0,0.0,0.0,0,1
U_1005956,0.0,0.0,0.0,0,2
U_10059758,0.0,0.0,0.0,0,0
U_10059977,0.0,0.0,0.0,0,1
U_10060061,0.0,0.0,0.0,0,0
U_10060130,73.0,46.0,0.6301369863013698,0,0
U_10060401,0.0,0.0,0.0,15,15
U_10060490,46.0,29.0,0.0,0,0
U_10060652,20.0,7.0,0.35,0,20
U_10060973,20.0,13.0,0.8,0,0
U_10062271,0.0,0.0,0.0,1,0
U_10062292,0.0,0.0,0.0,0,0
U_10062435,0.0,0.0,0.0,0,0
U_10063890,0.0,0.0,0.0,0,0
U_1006407,0.0,0.0,0.0,0,0
U_10064145,1.0,0.0,0.0,0,0
U_10064340,4.0,2.0,0.0,0,0
U_1006448,0.0,0.0,0.0,0,0
U_1006483,0.0,0.0,0.0,0,0
U_10065575,0.0,0.0,0.0,0,0
U_10065638,0.0,0.0,0.0,0,0
U_1006588,0.0,0.0,0.0,0,0
U_10067058,0.0,0.0,0.0,0,0
U_1006708,0.0,0.0,0.0,0,0
U_10068739,3.0,1.0,0.3333333333333333,0,0
U_1006875,0.0,0.0,0.0,0,0
U_10068846,16.0,12.0,1.625,0,0
U_10069021,27.0,11.0,0.0,0,0
U_10069049,0.0,0.0,0.0,0,0
U_100691,0.0,0.0,0.0,0,0
U_10070409,0.0,0.0,0.0,0,0
U_10070473,11.0,7.0,0.0,0,0
U_10070743,0.0,0.0,0.0,0,0
U_10070877,0.0,0.0,0.0,0,0
U_10071340,0.0,0.0,0.0,0,0
U_10071599,1.0,1.0,2.0,0,0
U_10071639,0.0,0.0,0.0,0,0
U_10071983,0.0,0.0,0.0,0,0
U_10072026,129.0,111.0,0.7751937984496124,0,0
U_10072055,75.0,59.0,0.06666666666666667,0,0
U_10072134,0.0,0.0,0.0,0,0
U_10072542,141.0,128.0,0.45390070921985815,0,0
U_10073209,2.0,2.0,1.0,0,0
U_10073375,184.0,157.0,0.0,0,0
U_1007443,0.0,0.0,0.0,0,0
U_10074618,84.0,74.0,0.0,0,84
U_10074769,62.0,33.0,0.0,0,0
U_1007485,0.0,0.0,0.0,0,0
U_10075048,5.0,2.0,0.4,0,0
U_10078546,0.0,0.0,0.0,0,0
U_1008000,153.0,34.0,0.2677165354330709,0,0
U_100829,0.0,0.0,0.0,0,0
U_1008369,0.0,0.0,0.0,0,0
U_1008586,0.0,0.0,0.0,0,0
U_100880,0.0,0.0,0.0,0,0
U_100936,0.0,0.0,0.0,0,0
U_1009420,14.0,10.0,0.7142857142857143,14,14
U_10095556,7.0,3.0,0.0,0,0
U_10095559,33.0,27.0,1.0909090909090908,0,0
U_10095698,0.0,0.0,0.0,0,0
U_10095841,314.0,132.0,0.445859872611465,0,314
U_10095863,0.0,0.0,0.0,0,0
U_10095920,0.0,0.0,0.0,0,0
U_1009625,0.0,0.0,0.0,0,0
U_10096496,0.0,0.0,0.0,0,0
U_10096618,62.0,36.0,0.48214285714285715,0,0
U_10096796,0.0,0.0,0.0,0,0
U_1009711,2.0,1.0,0.5,0,0
U_10097770,0.0,0.0,0.0,0,0
U_10097862,0.0,0.0,0.0,0,0
U_10098469,141.0,109.0,0.7872340425531915,0,0
U_10098595,0.0,0.0,0.0,0,0
U_10098636,5.0,2.0,0.4,0,0
U_10098708,0.0,0.0,0.0,0,2
U_10099295,0.0,0.0,0.0,0,0
U_10099588,6.0,4.0,5.0,0,0
U_10099604,77.0,74.0,4.805194805194805,0,0
U_10099606,0.0,0.0,0.0,0,1
U_10099632,0.0,0.0,0.0,0,0
U_10099665,65.0,58.0,0.0,0,0
U_10099672,15.0,10.0,0.5333333333333333,0,0
U_10099674,0.0,0.0,0.0,0,0
U_10099675,0.0,0.0,0.0,0,0
U_10099706,20.0,16.0,0.8,0,0
U_10099712,0.0,0.0,0.0,0,0
U_10099724,0.0,0.0,0.0,0,0
U_10099726,0.0,0.0,0.0,0,0
U_10099779,0.0,0.0,0.0,0,0
U_10099786,0.0,0.0,0.0,0,0
U_10099791,0.0,0.0,0.0,0,0
U_10099793,0.0,0.0,0.0,0,0
U_10099796,0.0,0.0,0.0,0,0
U_10099804,0.0,0.0,0.0,0,0
U_10099810,0.0,0.0,0.0,0,0
U_10099814,0.0,0.0,0.0,0,3
U_10099820,0.0,0.0,0.0,0,1
U_10099821,0.0,0.0,0.0,0,0
U_10099824,0.0,0.0,0.0,0,2
U_10100083,69.0,62.0,1.173913043478261,0,0
U_10100303,215.0,210.0,0.0,215,215
U_10100358,0.0,0.0,0.0,0,0
U_10100642,339.0,293.0,0.8997050147492626,0,0
U_10100646,2.0,2.0,1.0,0,0
U_10100756,0.0,0.0,0.0,0,0
U_10101082,0.0,0.0,0.0,0,0
U_10101084,73.0,51.0,0.9041095890410958,0,0
U_10101122,0.0,0.0,0.0,0,0
U_10101150,17.0,14.0,0.0,0,0
U_10101750,0.0,0.0,0.0,0,0
U_10102698,78.0,53.0,1.0140845070422535,0,0
U_10102716,60.0,46.0,0.65,0,0
U_10102747,0.0,0.0,0.0,0,0
U_10102751,0.0,0.0,0.0,0,0
U_10102852,0.0,0.0,0.0,0,0
U_10102878,0.0,0.0,0.0,0,0
U_1010470,0.0,0.0,0.0,0,0
U_1010583,0.0,0.0,0.0,0,0
U_101079,0.0,0.0,0.0,0,1
U_1011696,0.0,0.0,0.0,0,0
U_1011714,0.0,0.0,0.0,0,2
U_10118308,0.0,0.0,0.0,0,0
U_10118364,81.0,47.0,0.6358024691358025,0,0
U_10118494,0.0,0.0,0.0,0,0
U_10118820,0.0,0.0,0.0,0,0
U_10119008,0.0,0.0,0.0,0,0
U_10119662,0.0,0.0,0.0,0,0
U_10119789,1.0,0.0,0.0,0,0
U_10119795,0.0,0.0,0.0,0,1
U_10119803,0.0,0.0,0.0,0,0
U_10119812,127.0,100.0,0.15748031496062992,0,0
U_10119865,0.0,0.0,0.0,0,0
U_10119990,0.0,0.0,0.0,0,0
U_10120019,10.0,7.0,1.6,0,0
U_1012055,0.0,0.0,0.0,0,0
U_10120674,0.0,0.0,0.0,0,0
U_10120713,0.0,0.0,0.0,0,0
U_1012084,0.0,0.0,0.0,0,0
U_10121979,0.0,0.0,0.0,0,0
U_10122281,0.0,0.0,0.0,0,0
U_10122323,0.0,0.0,0.0,0,0
U_1012269,0.0,0.0,0.0,0,0
U_10122723,2.0,1.0,0.0,0,0
U_10122962,2200.0,2178.0,0.995,0,2200
U_10123092,484.0,416.0,0.8636363636363636,0,484
U_10123890,0.0,0.0,0.0,0,0
U_10123971,2280.0,2242.0,0.9875,0,2280
U_10124461,0.0,0.0,0.0,0,0
U_10124475,52.0,43.0,1.6346153846153846,0,0
U_10124581,46.0,33.0,0.8913043478260869,0,0
U_10124583,0.0,0.0,0.0,0,0
U_10124617,35.0,28.0,0.8,0,0
U_10124765,0.0,0.0,0.0,0,2
U_10125066,0.0,0.0,0.0,0,0
U_10125275,2400.0,2388.0,0.995,0,2400
U_10125480,0.0,0.0,0.0,0,1
U_10125515,4.0,1.0,0.25,0,0
U_10125805,62.0,44.0,0.7741935483870968,0,0
U_101266,0.0,0.0,0.0,0,0
U_10126621,0.0,0.0,0.0,0,0
U_10127060,0.0,0.0,0.0,0,0
U_10127155,0.0,0.0,0.0,0,0
U_10127497,0.0,0.0,0.0,0,0
U_10128008,50.0,40.0,0.8,0,50
U_10128148,684.0,432.0,0.631578947368421,0,684
U_10128847,0.0,0.0,0.0,0,0
U_10128970,0.0,0.0,0.0,0,1
U_10128974,0.0,0.0,0.0,0,0
U_10129140,0.0,0.0,0.0,0,0
U_10129156,0.0,0.0,0.0,0,0
U_10129177,4.0,1.0,0.0,0,0
U_10129191,0.0,0.0,0.0,0,0
U_10129263,0.0,0.0,0.0,0,0
U_10129338,35.0,22.0,0.6285714285714286,0,0
U_10129356,0.0,0.0,0.0,0,0
U_10129435,20.0,10.0,0.65,0,0
U_10129621,36.0,36.0,1.3055555555555556,0,0
U_10129738,0.0,0.0,0.0,0,0
U_10129790,0.0,0.0,0.0,0,0
U_10129806,15.0,8.0,0.6,15,0
U_10130024,0.0,0.0,0.0,0,0
U_10130178,0.0,0.0,0.0,0,0
U_10132055,0.0,0.0,0.0,0,0
U_10133206,0.0,0.0,0.0,0,0
U_10133236,0.0,0.0,0.0,1,1
U_10133359,3.0,0.0,0.0,0,0
U_10133555,0.0,0.0,0.0,0,0
U_10133717,0.0,0.0,0.0,0,0
U_10134100,30.0,25.0,1.1,0,0
U_10134621,0.0,0.0,0.0,0,0
U_10135338,0.0,0.0,0.0,0,0
U_1013579,0.0,0.0,0.0,0,0
U_10135853,42.0,24.0,0.5714285714285714,42,42
U_10135911,0.0,0.0,0.0,0,0
U_10135999,0.0,0.0,0.0,0,0
U_10136051,0.0,0.0,0.0,0,0
U_10136233,0.0,0.0,0.0,0,0
U_10136534,0.0,0.0,0.0,0,0
U_10136965,0.0,0.0,0.0,106,106
U_10137445,0.0,0.0,0.0,0,1
U_10137592,0.0,0.0,0.0,0,0
U_10137834,0.0,0.0,0.0,1,0
U_10137958,0.0,0.0,0.0,0,0
U_10138451,0.0,0.0,0.0,0,0
U_10138725,51.0,32.0,0.803921568627451,0,0
U_10138747,0.0,0.0,0.0,0,3
U_10139501,0.0,0.0,0.0,0,0
U_10139613,0.0,0.0,0.0,0,0
U_1014103,0.0,0.0,0.0,0,0
U_10150361,0.0,0.0,0.0,0,0
U_10150412,0.0,0.0,0.0,2366,2366
U_10150455,2.0,2.0,0.0,0,0
U_10150534,0.0,0.0,0.0,4,0
U_10150653,0.0,0.0,0.0,0,0
U_10150682,0.0,0.0,0.0,0,0
U_10150717,0.0,0.0,0.0,0,0
U_10150770,384.0,360.0,0.96875,0,384
U_10150780,0.0,0.0,0.0,0,1
U_10150782,0.0,0.0,0.0,0,2
U_10150815,77.0,63.0,0.9090909090909091,0,77
U_10150842,75.0,42.0,0.18666666666666668,0,0
U_10150914,0.0,0.0,0.0,0,0
U_10151018,0.0,0.0,0.0,0,0
U_10151508,0.0,0.0,0.0,1,1
U_10151888,0.0,0.0,0.0,0,0
U_10152128,7.0,4.0,0.8571428571428571,0,0
U_10152258,0.0,0.0,0.0,0,0
U_1015228,2.0,2.0,1.0,0,0
U_10152305,0.0,0.0,0.0,0,0
U_10152570,35.0,29.0,0.8571428571428571,0,0
U_10152592,13.0,9.0,0.6923076923076923,0,0
U_10152731,0.0,0.0,0.0,0,0
U_10152924,0.0,0.0,0.0,0,0
U_10152940,0.0,0.0,0.0,0,2
U_10153023,0.0,0.0,0.0,0,5
U_10153091,0.0,0.0,0.0,0,0
U_10153098,0.0,0.0,0.0,2728,2728
U_10153436,0.0,0.0,0.0,0,0
U_10154024,0.0,0.0,0.0,0,4
U_10154030,0.0,0.0,0.0,0,0
U_10154041,0.0,0.0,0.0,0,0
U_1015425,0.0,0.0,0.0,0,0
U_10154262,0.0,0.0,0.0,0,0
U_10154501,0.0,0.0,0.0,0,0
U_10154512,0.0,0.0,0.0,0,0
U_10154889,0.0,0.0,0.0,0,0
U_10155023,0.0,0.0,0.0,0,0
U_10155786,0.0,0.0,0.0,0,0
U_10156369,0.0,0.0,0.0,0,0
U_1015739,39.0,25.0,2.58974358974359,0,0
U_1015748,0.0,0.0,0.0,0,0
U_10157992,0.0,0.0,0.0,0,0
U_10158087,0.0,0.0,0.0,0,0
U_10158238,22.0,16.0,0.7727272727272727,0,0
U_1015838,7.0,4.0,0.2857142857142857,0,0
U_10158407,1039.0,344.0,0.3178743961352657,0,0
U_10158424,884.0,318.0,0.3721719457013575,0,0
U_10158440,816.0,268.0,0.3290441176470588,0,0
U_101596,0.0,0.0,0.0,0,1
U_10159707,16.0,13.0,1.125,0,0
U_10160146,0.0,0.0,0.0,0,0
U_101613,52.0,39.0,0.0,0,0
U_10166962,0.0,0.0,0.0,0,0
U_10167158,0.0,0.0,0.0,0,0
U_10167281,0.0,0.0,0.0,0,0
U_10167569,0.0,0.0,0.0,0,1
U_10167588,0.0,0.0,0.0,0,0
U_10167589,5.0,2.0,0.0,0,0
U_1016764,0.0,0.0,0.0,0,0
U_10167679,26.0,16.0,1.0,26,26
U_10168030,0.0,0.0,0.0,4,0
U_10168094,0.0,0.0,0.0,0,0
U_10168831,0.0,0.0,0.0,0,0
U_10169452,0.0,0.0,0.0,0,2
U_10169458,0.0,0.0,0.0,0,0
U_1016947,0.0,0.0,0.0,0,0
U_10169471,0.0,0.0,0.0,0,9
U_10169769,0.0,0.0,0.0,0,0
U_10169775,0.0,0.0,0.0,0,0
U_10169832,0.0,0.0,0.0,0,0
U_10169847,0.0,0.0,0.0,0,0
U_10169962,165.0,108.0,0.03636363636363636,0,0
U_10170056,0.0,0.0,0.0,0,0
U_10170143,0.0,0.0,0.0,0,0
U_10170351,0.0,0.0,0.0,0,0
U_10170610,0.0,0.0,0.0,0,0
U_10170622,0.0,0.0,0.0,0,0
U_10170715,0.0,0.0,0.0,0,4
U_10170756,0.0,0.0,0.0,0,0
U_10170834,0.0,0.0,0.0,0,0
U_10171141,0.0,0.0,0.0,2,0
U_10171146,0.0,0.0,0.0,0,0
U_10171187,7.0,1.0,0.0,0,0
U_10171580,318.0,316.0,0.0,0,0
U_1017182,0.0,0.0,0.0,0,0
U_10172478,18.0,10.0,0.4444444444444444,0,0
U_10172663,500.0,400.0,8.625,0,500
U_10172932,0.0,0.0,0.0,0,0
U_10172980,0.0,0.0,0.0,0,0
U_10172990,0.0,0.0,0.0,0,0
U_10173000,0.0,0.0,0.0,0,0
U_10173107,0.0,0.0,0.0,0,0
U_10173184,0.0,0.0,0.0,0,0
U_10173211,0.0,0.0,0.0,0,0
U_10173216,0.0,0.0,0.0,0,0
U_10173226,0.0,0.0,0.0,0,0
U_10173288,0.0,0.0,0.0,0,0
U_10173293,0.0,0.0,0.0,0,0
U_10173462,0.0,0.0,0.0,0,1
U_1017384,0.0,0.0,0.0,0,0
U_10173853,0.0,0.0,0.0,0,0
U_10173887,0.0,0.0,0.0,0,0
U_10173963,0.0,0.0,0.0,0,0
U_10174109,9.0,3.0,9.25,0,0
U_10174123,114.0,97.0,1.0701754385964912,0,0
U_10174244,0.0,0.0,0.0,0,0
U_10174393,0.0,0.0,0.0,0,0
U_10174655,9.0,5.0,0.0,0,9
U_10174786,4.0,3.0,0.75,0,0
U_10175620,23.0,13.0,4.631578947368421,0,0
U_10175632,7.0,6.0,0.5714285714285714,0,0
U_10175801,0.0,0.0,0.0,1,1
U_10175815,0.0,0.0,0.0,0,0
U_10175897,0.0,0.0,0.0,0,0
U_10176411,0.0,0.0,0.0,0,0
U_1017646,0.0,0.0,0.0,0,0
U_10176471,0.0,0.0,0.0,0,0
U_10176621,0.0,0.0,0.0,0,0
U_10176673,132.0,117.0,1.3106060606060606,0,0
U_10176702,95.0,95.0,1.6,0,0
U_10176730,96.0,89.0,1.46875,0,0
U_10176766,95.0,87.0,1.4631578947368422,0,0
U_10176904,0.0,0.0,0.0,0,0
U_10176969,25.0,15.0,0.12,0,0
U_10176999,9.0,6.0,0.0,0,0
U_10177106,0.0,0.0,0.0,0,0
U_10177399,1.0,0.0,0.0,0,0
U_10177437,144.0,129.0,2.1041666666666665,0,144
U_10177567,0.0,0.0,0.0,0,0
U_10177849,0.0,0.0,0.0,0,0
U_1017808,0.0,0.0,0.0,0,0
U_10178138,981.0,909.0,0.3944954128440367,981,0
U_10178574,0.0,0.0,0.0,0,0
U_10178715,0.0,0.0,0.0,0,0
U_10179180,0.0,0.0,0.0,0,0
U_10179757,0.0,0.0,0.0,0,0
U_10180122,0.0,0.0,0.0,0,0
U_10180647,0.0,0.0,0.0,0,0
U_10180752,0.0,0.0,0.0,0,1
U_10180770,0.0,0.0,0.0,0,2
U_10180778,186.0,180.0,0.967741935483871,0,186
U_10180780,0.0,0.0,0.0,0,6
U_10180798,36.0,21.0,0.6176470588235294,0,34
U_10180815,52.0,10.0,0.23076923076923078,0,52
U_10180948,30.0,24.0,0.8,0,30
U_10180949,0.0,0.0,0.0,0,1
U_10181006,0.0,0.0,0.0,0,1
U_10181054,0.0,0.0,0.0,0,2
U_10181087,0.0,0.0,0.0,0,0
U_10181097,0.0,0.0,0.0,0,0
U_10181272,0.0,0.0,0.0,0,0
U_10181418,4.0,3.0,0.0,0,0
U_10182031,75.0,52.0,0.9333333333333333,0,0
U_10182177,0.0,0.0,0.0,0,0
U_1018232,0.0,0.0,0.0,0,0
U_10182453,0.0,0.0,0.0,0,0
U_10182485,60.0,59.0,1.15,0,60
U_10183891,17.0,11.0,0.8235294117647058,0,0
U_10184092,0.0,0.0,0.0,0,0
U_10184209,10.0,8.0,0.9,0,0
U_10185083,7.0,4.0,0.5714285714285714,0,0
U_10185403,131.0,127.0,1.0916030534351144,0,0
U_1018547,4.0,2.0,0.0,0,0
U_10186150,0.0,0.0,0.0,0,0
U_10186214,18.0,12.0,0.7777777777777778,0,0
U_10186490,0.0,0.0,0.0,0,0
U_10186932,0.0,0.0,0.0,0,0
U_10187102,0.0,0.0,0.0,0,29
U_10187114,0.0,0.0,0.0,0,8
U_10187228,0.0,0.0,0.0,0,0
U_10187340,0.0,0.0,0.0,0,0
U_10187370,0.0,0.0,0.0,0,0
U_10187956,23.0,14.0,0.6521739130434783,0,0
U_10188463,161.0,148.0,0.06832298136645963,0,0
U_1018915,0.0,0.0,0.0,0,5
U_10189408,0.0,0.0,0.0,0,0
U_10189479,4.0,3.0,0.75,0,0
U_10189530,112.0,82.0,0.9306930693069307,0,0
U_10189533,0.0,0.0,0.0,0,0
U_10189570,0.0,0.0,0.0,0,0
U_10190138,0.0,0.0,0.0,0,0
U_10190163,193.0,128.0,0.44041450777202074,193,0
U_10190306,0.0,0.0,0.0,0,1
U_10190652,0.0,0.0,0.0,0,0
U_10191080,56.0,38.0,0.8392857142857143,0,0
U_10191111,111.0,74.0,0.8288288288288288,0,0
U_10191494,0.0,0.0,0.0,0,0
U_10191588,24.0,24.0,1.4166666666666667,0,24
U_10191735,49.0,47.0,0.9591836734693877,0,0
U_10191800,0.0,0.0,0.0,0,0
U_10191825,0.0,0.0,0.0,0,0
U_10192027,0.0,0.0,0.0,0,0
U_10193517,0.0,0.0,0.0,2,2
U_10193840,0.0,0.0,0.0,0,0
U_10194010,0.0,0.0,0.0,0,0
U_10194106,0.0,0.0,0.0,0,0
U_10194364,29.0,24.0,1.0689655172413792,0,0
U_10194397,0.0,0.0,0.0,0,0
U_10194547,0.0,0.0,0.0,0,0
U_1019461,0.0,0.0,0.0,0,0
U_10194619,0.0,0.0,0.0,0,0
U_10195358,0.0,0.0,0.0,0,0
U_10195363,0.0,0.0,0.0,0,0
U_10195674,1.0,1.0,1.0,0,0
U_1019568,0.0,0.0,0.0,0,0
U_1019595,0.0,0.0,0.0,0,0
U_10196472,0.0,0.0,0.0,0,0
U_10196699,0.0,0.0,0.0,0,0
U_1019675,0.0,0.0,0.0,0,0
U_10197138,0.0,0.0,0.0,0,0
U_10197188,0.0,0.0,0.0,0,0
U_10197232,0.0,0.0,0.0,0,0
U_1019725,198.0,161.0,0.9242424242424242,0,198
U_10197528,1800.0,1521.0,0.845,0,1800
U_10197574,0.0,0.0,0.0,0,0
U_10198438,4.0,4.0,1.0,0,0
U_10198794,0.0,0.0,0.0,0,0
U_10198988,0.0,0.0,0.0,0,0
U_10199390,412.0,289.0,0.7766990291262136,0,0
U_10199391,100.0,58.0,0.8,0,0
U_10199626,39.0,17.0,0.46153846153846156,0,0
U_10199645,5.0,1.0,0.0,0,0
U_10199695,0.0,0.0,0.0,0,0
U_10200653,34.0,24.0,0.7058823529411765,0,0
U_10200728,0.0,0.0,0.0,0,0
U_1020086,0.0,0.0,0.0,0,0
U_10201256,0.0,0.0,0.0,0,0
U_1020143,0.0,0.0,0.0,0,0
U_10201899,5.0,3.0,0.8,0,0
U_10201902,0.0,0.0,0.0,0,0
U_10201956,71.0,12.0,0.16901408450704225,0,0
U_102027,0.0,0.0,0.0,0,0
U_10202732,0.0,0.0,0.0,0,0
U_1020285,3.0,2.0,0.6666666666666666,0,3
U_10202856,10.0,10.0,1.0,0,0
U_10203212,0.0,0.0,0.0,0,0
U_10203293,0.0,0.0,0.0,0,1
U_10203348,0.0,0.0,0.0,0,0
U_10203438,0.0,0.0,0.0,0,0
U_10204359,1.0,0.0,0.0,0,0
U_10204766,160.0,91.0,0.9381443298969072,0,0
U_10204852,0.0,0.0,0.0,0,0
U_1020548,0.0,0.0,0.0,0,0
U_10205902,1745.0,1320.0,0.6819484240687679,1745,1745
U_102062,36.0,24.0,0.75,0,36
U_10206288,0.0,0.0,0.0,0,7
U_10206290,150.0,120.0,6.2,0,150
U_10206292,550.0,510.0,0.9454545454545454,0,550
U_10206295,1431.0,1404.0,0.0,0,1404
U_10206310,500.0,430.0,0.86,0,500
U_10206321,714.0,658.0,0.9411764705882353,0,714
U_10206462,245.0,140.0,1.7142857142857142,0,245
U_10207570,0.0,0.0,0.0,0,0
U_10207576,48.0,21.0,0.6470588235294118,0,0
U_10207793,0.0,0.0,0.0,0,0
U_10208072,3060.0,2280.0,0.8431372549019608,0,3060
U_1020825,0.0,0.0,0.0,0,0
U_10208592,12.0,7.0,0.75,0,0
U_10208745,13.0,11.0,0.8461538461538461,0,0
U_10208749,510.0,340.0,0.49019607843137253,0,510
U_10208837,63.0,38.0,0.6666666666666666,0,0
U_10208858,0.0,0.0,0.0,0,15
U_10208942,0.0,0.0,0.0,0,0
U_10208952,0.0,0.0,0.0,0,0
U_10209016,0.0,0.0,0.0,0,0
U_10209291,297.0,207.0,0.0,0,0
U_10209311,19.0,10.0,0.0,0,0
U_10209657,0.0,0.0,0.0,0,0
U_10209699,393.0,214.0,0.5521628498727735,0,0
U_10209789,228.0,145.0,0.8728070175438597,0,0
U_1021019,0.0,0.0,0.0,0,0
U_10210205,0.0,0.0,0.0,0,0
U_10210340,0.0,0.0,0.0,0,0
U_10210467,0.0,0.0,0.0,0,0
U_10210488,0.0,0.0,0.0,0,0
U_10210528,0.0,0.0,0.0,0,0
U_10210552,7.0,6.0,0.8571428571428571,0,0
U_10210639,21.0,16.0,1.1904761904761905,0,0
U_10210712,0.0,0.0,0.0,0,0
U_10211034,0.0,0.0,0.0,0,0
U_10211713,10.0,6.0,0.0,0,0
U_10211748,0.0,0.0,0.0,0,0
U_10211757,0.0,0.0,0.0,0,0
U_10212007,0.0,0.0,0.0,0,0
U_10212248,0.0,0.0,0.0,0,0
U_1021445,0.0,0.0,0.0,0,0
U_1021677,5.0,3.0,0.6,0,0
U_10221934,0.0,0.0,0.0,0,0
U_10221989,0.0,0.0,0.0,0,61
U_10222001,0.0,0.0,0.0,0,0
U_10222213,10.0,7.0,1.0,0,0
U_10222588,0.0,0.0,0.0,0,0
U_10222631,1148.0,1085.0,0.0975609756097561,0,1148
U_10222664,0.0,0.0,0.0,0,0
U_10222798,0.0,0.0,0.0,0,0
U_1022311,0.0,0.0,0.0,0,0
U_10223186,0.0,0.0,0.0,0,0
U_10223419,0.0,0.0,0.0,0,0
U_10223917,0.0,0.0,0.0,0,0
U_10224212,0.0,0.0,0.0,0,2
U_10224562,0.0,0.0,0.0,0,0
U_10224954,0.0,0.0,0.0,0,0
U_10224997,0.0,0.0,0.0,0,0
U_10225349,7.0,5.0,0.7142857142857143,0,0
U_10225690,0.0,0.0,0.0,0,0
U_10227231,0.0,0.0,0.0,0,0
U_10227333,125.0,32.0,0.0,0,0
U_10227344,0.0,0.0,0.0,0,0
U_10227346,0.0,0.0,0.0,0,0
U_10227369,0.0,0.0,0.0,0,0
U_10227389,0.0,0.0,0.0,0,0
U_10227445,0.0,0.0,0.0,0,12
U_10227500,0.0,0.0,0.0,0,1
U_10229364,0.0,0.0,0.0,0,0
U_10229409,0.0,0.0,0.0,0,0
U_1023027,0.0,0.0,0.0,0,0
U_10230302,69.0,36.0,0.0,0,0
U_10230319,0.0,0.0,0.0,0,0
U_10230349,9.0,5.0,0.0,0,0
U_10230364,0.0,0.0,0.0,0,0
U_10230403,0.0,0.0,0.0,0,0
U_10230414,9.0,8.0,0.3333333333333333,0,0
U_1023046,8.0,5.0,0.0,0,0
